Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company_Name
Nissan Terrano XV Premium,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5.0,8.92,Nissan
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,4.1,Maruti
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.67,Mini
Tata Indica V2 DLS,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5.0,0.85,Tata
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5.0,3.32,Chevrolet
Volkswagen Polo Diesel Comfortline,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.6,Volkswagen
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248,74.0,5.0,6.8,Maruti
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,2.5,Ford
Toyota Innova Crysta 2.8,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.64,Toyota
Hyundai Santa Fe 4x4,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,7.0,Hyundai
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,Honda
Hyundai i20 1.2 Magna,Kochi,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5.0,6.27,Hyundai
Mercedes-Benz New C-Class C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5.0,18.12,Mercedes-Benz
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936,57.6,5.0,2.65,Chevrolet
Hyundai i20 Sportz 1.4,Kochi,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5.0,7.2,Hyundai
Toyota Innova 2.5 Z,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7.0,14.3,Toyota
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7.0,6.9,Maruti
Toyota Innova 2.5 V,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102.0,7.0,10.75,Toyota
Hyundai Santro Xing XO,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086,113.13736355859707,5.0,0.95,Hyundai
Honda City i VTEC,Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5.0,8.09,Honda
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184.0,5.0,18.5,BMW
Hyundai Grand i10 CRDi,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.75,Hyundai
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.45,Maruti
Skoda Rapid Leisure 1.6,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,3.5,Skoda
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82.0,5.0,1.8,Hyundai
Volkswagen Polo GT 1.5,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,3.7,Volkswagen
Honda Jazz 1.2 VX,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,7.17,Honda
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5.0,1.75,Hyundai
Hyundai Tucson 2.0 e-VGT,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183.0,5.0,21.99,Hyundai
Toyota Innova Crysta 2.4,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,18.65,Toyota
Maruti Omni MPI CARGO,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35.0,5.0,1.85,Maruti
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5.0,5.95,Maruti
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82.0,5.0,3.75,Hyundai
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.75,Maruti
Hyundai Verna CRDi 1.6,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,2.6,Hyundai
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,2.8,Hyundai
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,61.29,Mercedes-Benz
Mercedes-Benz New C-Class C,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170.0,5.0,18.0,Mercedes-Benz
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,Maruti
Hyundai Creta 1.6 CRDi,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.75,Hyundai
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,2.0,Maruti
Renault Duster 110PS Diesel,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,10.0,Renault
Fiat Grande Punto 1.3,Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76.0,5.0,1.65,Fiat
BMW X3 xDrive30d M,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,45.77,BMW
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.25,Hyundai
Toyota Innova 2.5 G4,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.8,Toyota
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,0.55,Maruti
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74.0,5.0,7.15,Maruti
Mahindra Scorpio VLX 2.2,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120.0,8.0,7.0,Mahindra
Tata Zest Quadrajet 1.3,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,Tata
Ford EcoSport 1.0 Ecoboost,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8.5,Ford
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.35,Maruti
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3.26,Maruti
Honda City 1.5 S,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.21,Honda
Audi Q7 3.0 TDI,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70.36,Audi
Skoda Laura 1.9 TDI,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,2.95,Skoda
Hyundai Verna 1.6 SX,Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4.28,Hyundai
Honda City 1.5 V,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118.0,5.0,3.57,Honda
Hyundai i20 Magna Optional,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3.11,Hyundai
Hyundai i20 Sportz AT,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5.96,Hyundai
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.7,Volkswagen
Honda City i VTEC,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.9,Honda
Tata Zest Quadrajet 1.3,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.25,Tata
BMW 5 Series 2003-2012,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,28.0,BMW
Maruti Wagon R LXI,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.35,Maruti
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4.85,Honda
Volkswagen Jetta 2007-2011 2.0,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,6.7,Volkswagen
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.1,Hyundai
Mercedes-Benz New C-Class C,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170.0,5.0,18.64,Mercedes-Benz
Hyundai i10 Magna 1.2,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,Hyundai
Toyota Innova Crysta 2.4,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20.25,Toyota
Audi A6 2011-2015 2.0,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26.78,Audi
Toyota Innova 2.5 VX,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,Toyota
Volkswagen Polo Petrol Trendline,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,Volkswagen
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti
Honda City i-VTEC CVT,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,Honda
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,Tata
Audi A6 2011-2015 2.0,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,Audi
Mercedes-Benz GLA Class 200,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.26,Mercedes-Benz
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,2.5,Maruti
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,Maruti
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,Mercedes-Benz
Land Rover Range Rover,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,Land
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,Volkswagen
Maruti Omni 8 Seater,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,Maruti
Honda Brio 1.2 VX,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,Honda
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,Tata
Tata Indica Vista Aura,Pune,2012,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,Tata
Maruti Wagon R LXI,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,Maruti
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,Mahindra
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,1.25,Tata
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,Maruti
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,Honda
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,Maruti
Ford Fiesta EXi 1.4,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.8,Ford
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.8,Honda
Audi A6 2011-2015 2.0,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,Audi
BMW 6 Series 640d,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,49.0,BMW
Audi Q7 45 TDI,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,62.67,Audi
Maruti Zen Estilo LXI,Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,1.4,Maruti
Hyundai i20 1.4 CRDi,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,Hyundai
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,Hyundai
Honda Jazz 1.2 V,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,Honda
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74.0,5.0,6.15,Maruti
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,Hyundai
Volkswagen Polo Petrol Comfortline,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,Volkswagen
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.5,Toyota
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,Maruti
Tata Manza ELAN Quadrajet,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,Tata
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,Maruti
Skoda Octavia Ambition Plus,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5.0,7.5,Skoda
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5.0,2.8,Toyota
Hyundai i20 Asta Option,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,Hyundai
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,Maruti
Honda City 1.5 V,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,Honda
Tata Indica Vista Aqua,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,Tata
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,Honda
Hyundai EON D Lite,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,Hyundai
BMW 3 Series Luxury,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5.0,25.99,BMW
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,Hyundai
Tata Manza Club Class,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,Tata
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5.0,2.05,Skoda
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,Maruti
Ford Ecosport 1.5 DV5,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,Ford
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5.0,0.95,Chevrolet
Jaguar XF 2.0 Diesel,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5.0,52.0,Jaguar
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,Honda
Skoda Superb L&K 1.8,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,Skoda
Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,Hyundai
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,Maruti
Maruti Swift Dzire VXi,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,Maruti
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,Nissan
Maruti Swift Dzire Tour,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.25,Maruti
Ford Fiesta Classic 1.4,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,3.25,Ford
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60.0,5.0,0.65,Maruti
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192.0,5.0,35.0,Mini
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,Toyota
Maruti Alto 800 2016-2019,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,Maruti
Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47.0,5.0,2.9,Maruti
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,BMW
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,Nissan
Hyundai Grand i10 AT,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.77,Hyundai
Maruti Vitara Brezza ZDi,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,Maruti
Audi Q7 3.0 TDI,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,Audi
Mercedes-Benz GLA Class 200,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.0,Mercedes-Benz
Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,1.0,Maruti
Renault Duster 85PS Diesel,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,Renault
Toyota Corolla Altis D-4D,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,Toyota
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,Mercedes-Benz
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,Maruti
Honda BRV i-VTEC V,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,Honda
Hyundai Xcent 1.1 CRDi,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai
Mercedes-Benz E-Class 2009-2013 E250,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.5,Mercedes-Benz
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,Mercedes-Benz
Mercedes-Benz E-Class 2015-2017 E250,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,Mercedes-Benz
Honda City i VTEC,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,Honda
Hyundai Santro Xing XL,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086,113.13736355859707,5.0,1.95,Hyundai
Honda City 1.5 S,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,Honda
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,Hyundai
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,Jaguar
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,Honda
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4.0,32.0,Mini
Mercedes-Benz S Class 2005,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,62.81,Mercedes-Benz
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,Hyundai
Maruti Wagon R VXI,Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,Maruti
BMW 3 Series 320d,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5.0,11.0,BMW
Tata Xenon XT EX,Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,Tata
Audi A3 35 TDI,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5.0,16.5,Audi
Land Rover Range Rover,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,Land
Mercedes-Benz GL-Class 2007 2012,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,Mercedes-Benz
Mitsubishi Pajero Sport 4X2,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,Mitsubishi
Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,Maruti
Maruti Wagon R LXI,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,2.75,Maruti
Land Rover Range Rover,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,Land
Hyundai Verna 1.6 SX,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,Hyundai
BMW 5 Series 525d,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,33.5,BMW
Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,Jaguar
Skoda Superb Elegance 1.8,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,Skoda
Audi Q3 35 TDI,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,Audi
Land Rover Range Rover,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,Land
Mercedes-Benz New C-Class 220,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,19.0,Mercedes-Benz
Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120.0,7.0,13.05,Mahindra
BMW 3 Series Luxury,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,25.5,BMW
Honda BR-V i-VTEC S,Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,Honda
Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,215.0,5.0,7.25,Volvo
Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495,94.0,5.0,0.8,Hyundai
Hyundai i20 Active SX,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,Hyundai
Mercedes-Benz GLC 43 AMG,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367.0,5.0,70.99,Mercedes-Benz
Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,Hyundai
Hyundai Grand i10 SportZ,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,Hyundai
Honda City 1.5 EXI,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,4.35,Honda
Volkswagen Polo Petrol Trendline,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,Volkswagen
Audi A6 35 TFSI,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,Audi
Hyundai Creta 1.6 SX,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12.03,Hyundai
Mercedes-Benz New C-Class C,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,8.5,Mercedes-Benz
Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28.5,Mini
Hyundai Santro Xing XO,Pune,2006,108000,Petrol,Manual,Second,17.0,1086,113.13736355859707,5.0,1.2,Hyundai
Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,5.75,Toyota
Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3.2,Honda
Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.89,Maruti
Skoda Laura Ambiente 2.0,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5.0,6.58,Skoda
Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5.0,4.06,Hyundai
Renault Captur 1.5 Diesel,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5.0,13.37,Renault
BMW 5 Series 2003-2012,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5.0,25.82,BMW
Maruti Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,3.74,Maruti
Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150.0,5.0,22.0,Volvo
Maruti Wagon R LXI,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,1.45,Maruti
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,2.0,Honda
Maruti Eeco 5 STR,Kochi,2017,31841,CNG,Manual,First,15.1,1196,73.0,5.0,4.7,Maruti
Chevrolet Enjoy 1.4 LS,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8.0,3.75,Chevrolet
Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7.0,7.7,Mahindra
Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,Hyundai
Hyundai Creta 1.6 SX,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5.0,13.77,Hyundai
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.1,Volkswagen
Honda Civic 2006-2010 1.8,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5.0,2.65,Honda
Tata Indica Vista Quadrajet,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74.0,5.0,2.5,Tata
Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,16.0,2179,140.0,7.0,7.53,Mahindra
Hyundai i20 1.2 Asta,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5.0,7.98,Hyundai
Audi Q5 30 TDI,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39.0,Audi
Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5.0,2.25,Maruti
Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5.0,3.85,Mitsubishi
Toyota Innova 2.5 V,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102.0,7.0,13.5,Toyota
